Timestamp	What is your gender?	What year are you?	What is your relationship status?	Are you currently sexually active?	How frequently do you have sex?	How often do you masturbate?	Where have you had sex?	How often do you have "one night stands"?	How frequently do you watch porn?	Have you ever cheated on someone?	Have you ever been cheated on?	Do you consider yourself a virgin?	Have you ever had sex while under the influence? (check all that apply)	What department does your major belong to?	What sexual orientation do you most identify with?	Which of the following sex toys have you used during sex?	Have you ever paid for sex?	Were you a virgin when you first arrived at Mines?	Who of the following have you had sex with?	How confident are you in your sexual abilities?	How would you rate other Mines students' sexual abilities based on previous sexual encounters?	What of these sexual activities have you done?	Do you own any sex toys and/or have you used them?	Have you ever faked an orgasm?	What is your most common method of contraception and/or STD protection?	On a scale of 1 to 5, how happy are you with your sex life?	Have you ever had an STD?	Do you currently have an STD?	When was the last time you were tested for  STDs?	Have you ever been paid for sex?	What do you consider to be "sex"?	Have you ever sincerely used the term RIBS (Ratio Induced Bitchiness Syndrome)?	Any Comments?	What is your GPA?	At what bar/brewery do you spend the most time?	What operating system do you run on your personal computer?	Where do you usually study?	How frequently do you talk to your parents?	Have you had an internship?	How frequently do you exercise?	Did you vote in the November election?	Are you in-state or out-of-state?	How many facebook friends do you have?	In the last year, how many books did you start and finish?	In the last 12 months, how many different individuals have you had sex with?
2/4/2015 22:17:51	Female	Junior	In a committed relationship	Yes	1-2 times per month	Almost never	A bedroom, A car, A shower/bathroom	I have never had a one night stand.	Never	No	Yes	No	Alcohol	Mechanical Engineering	Heterosexual	None of these.	No	No	A student from another college	5	1	None of these.	I've never used them and I don't own any	Yes	Oral birth control	5	No	No	Never	No	Oral sex, Vaginal sex, Anal sex	Yes		3.95	School	Windows	At your house/dorm/apartment	Once a week	Yes	More than once a week	No	In-State	500	11-15	2
2/4/2015 22:18:14	Female	Senior	In a committed relationship	Yes	1-2 times per week	A few times a month	A bedroom, A shower/bathroom	Once a year (or when the stars align...)	Almost never	No	No	No	Alcohol	Electrical Engineering and Computer Science	Heterosexual	Dildo, Vibrator, Ice, Wax	No	Yes	Another Mines student, A student from another college, Someone in your department	4	4	Used props	I own and use them	No	An intrauterine device (IUD)	5	No	No	Within the past month	No	Vaginal sex, Anal sex	No		3.5	Cannonball Creek Brewery	Windows	Brown Building	More than once a week	Yes	More than once a week	Yes	In-State	300	6-10	1
2/4/2015 22:20:24	Female	Freshman	Single			I have never masturbated			Almost never	No	No	Yes		Mechanical Engineering	Heterosexual					3			I've never used them and I don't own any			2	No	No	Never		Vaginal sex	Yes		3.2	Mountain Toad	Windows	At your house/dorm/apartment	Once a month	No	2-3 times per month	No	Out-of-State	512	More than 15	
2/4/2015 22:20:52	Female	Sophomore	In a committed relationship			Almost never			Never	No	No	Yes		Geology and Geological Engineering	Heterosexual					2			I've never used them and I don't own any			4	No	No	Never		Vaginal sex, Anal sex	Yes		3.61	House parties!	Mac OS	Arthur Lakes Library	Once a week	No	More than once a week	No	Out-of-State	700	2-5	
2/4/2015 22:25:15	Female	Senior	In a committed relationship	Yes	3-5 times per week	A few times a week	An athletics field/stadium, A bedroom, A car, A fraternity house, A sorority house, A shower/bathroom	Once a year (or when the stars align...)	Almost never	No	Yes	No	Alcohol, Marijuana, Molly	Petroleum Engineering	Heterosexual	Dildo, Vibrator	No	No	Another Mines student, A student from another college, Someone in your department	4	3	Had sex in a room where someone else was sleeping	I own and use them	Yes	An intrauterine device (IUD)	3	No	No	Within the past three months	No	Vaginal sex, Anal sex	No		2.9		Mac OS	At your house/dorm/apartment	More than once a week	Yes	Once a semester	No	Out-of-State	950	2-5	4
2/4/2015 22:26:11	Female	Freshman	Single	Yes	1-2 times per month	A few times a month	A bedroom, A car, A campus building, A shower/bathroom	Once a month	Almost never	Yes	Yes	No	Adderall, Alcohol, Marijuana	Geophysics	Heterosexual	None of these.	No	No	Another Mines student, A student from another college	4	3	Anal sex	I've never used them and I don't own any	Yes	Male condoms	4	No	No	Within the past three months	No	Vaginal sex, Anal sex	No		3.7	I don't spend time at bars	Windows	At your house/dorm/apartment	Once a week	Yes	More than once a week	Yes	In-State	450	11-15	9
2/4/2015 22:30:59	Female	Junior	In a committed relationship			I have never masturbated			Never	No	No	Yes		Chemical and Biological Engineering	Heterosexual					3			I've never used them and I don't own any			3	No	No	Never		Oral sex, Vaginal sex, Anal sex, Audial sex (yeah, we don't know either...)	Yes		3.288	Don't go to bars	Mac OS	At your house/dorm/apartment	Once a week	No	More than once a week	No	Out-of-State	632	2-5	
2/4/2015 22:34:05	Female	Junior	In a committed relationship	Yes	3-5 times per week	A few times a month	A bedroom, A car, A shower/bathroom, hot tub	Once a year (or when the stars align...)	Almost never	No	Yes	No	Alcohol	Metallurgical and Materials Engineering	Heterosexual	Vibrator, Blindfold	No	No	Another Mines student, A student from another college, A coworker	4	3	Used props, Had sex in a room where someone else was sleeping	I own and use them	Yes	Male condoms	5	No	No	Never	No	Oral sex, Vaginal sex, Anal sex	No		3.1	not 21	Windows	At your house/dorm/apartment	More than once a week	Yes	More than once a week	Yes	In-State	450	1	1
2/4/2015 22:39:54	Female	Junior	Single			Almost never			Never	No	No	Yes		Electrical Engineering and Computer Science	Heterosexual					1			I've never used them and I don't own any			4	No	No	Never		Oral sex, Vaginal sex, Anal sex	Yes		3.6	Blue Canyon	Windows	At your house/dorm/apartment	More than once a week	Yes	Almost never	No	In-State	45	11-15	
2/4/2015 22:39:59	Female	Junior	In a committed relationship	Yes	1-2 times per month	A few times a month	A bedroom	I have never had a one night stand.	A few times a month	No	Yes	No	Alcohol	Chemical and Biological Engineering	Heterosexual	Whip(s), Vibrator, Handcuffs, Blindfold	No	Yes	Another Mines student	2		Used props, Role play, Anal sex	I own and use them	Yes	Male condoms	5	No	No	Within the past year	No	Vaginal sex, Anal sex	Yes		2.8	Rock Rest Lodge	Windows	At your house/dorm/apartment	Once a week		Almost never	Yes	In-State	800	2-5	1
2/4/2015 22:43:32	Female	Freshman	Single			I have never masturbated			Never	No	No	Yes		Mechanical Engineering	Heterosexual					1			I've never used them and I don't own any			1	No	No	Never		Oral sex, Vaginal sex, Anal sex	No		3.285	Mountain Toad	Windows	At your house/dorm/apartment	More than once a week	No	More than once a week	Yes	Out-of-State	500	More than 15	
2/4/2015 22:46:51	Female	Senior	Single			I have never masturbated			Never	No	No	Yes		Electrical Engineering and Computer Science	Heterosexual					1			I've never used them and I don't own any			4	No	No	Never		Vaginal sex, Anal sex	Yes		3.22	Rock Rest Lodge	Windows	Local coffee shops	More than once a week	Yes	2-3 times per month	No	Out-of-State	770	2-5	
2/4/2015 22:50:19	Female	Junior	Engaged	Yes	Once a day	Almost never	A bedroom, A car, A shower/bathroom, literally everywhere in our apartment	I have never had a one night stand.	Almost never	No	No	No	Alcohol	Civil and Environmental Engineering	Heterosexual	None of these.	No	Yes	Another Mines student	4		None of these.	I own them but don't use them (...what?)	No	Male condoms	5	No	No	Never	No	Vaginal sex	Yes		2.8	I'm under 21	Mac OS	Arthur Lakes Library	Once a week	No	Almost never	No	In-State	350	2-5	1
2/4/2015 22:54:16	Female	Junior	Single	No	1-2 times per year (or when the stars align...)	More than once a day	A bedroom	Once a year (or when the stars align...)	Never	No	No	No	Alcohol	Petroleum Engineering	Heterosexual	None of these.	No	Yes	Another Mines student	1	3	Had sex in a room where someone else was sleeping	I've never used them and I don't own any	Yes	Oral birth control	1	No	No	Never	No	Vaginal sex	No		3	Rock Rest Lodge	Mac OS	Marquez Hall	More than once a week	Yes	More than once a week	No	In-State	600	6-10	0
2/4/2015 22:54:31	Female	Junior	Single	No	1-2 times per year (or when the stars align...)	More than once a day	A bedroom	Once a year (or when the stars align...)	Never	No	No	No	Alcohol	Petroleum Engineering	Heterosexual	None of these.	No	Yes	Another Mines student	1	3	Had sex in a room where someone else was sleeping	I've never used them and I don't own any	Yes	Oral birth control	1	No	No	Never	No	Vaginal sex	No		3	Rock Rest Lodge	Mac OS	Marquez Hall	More than once a week	Yes	More than once a week	No	In-State	600	6-10	0
2/4/2015 22:55:15	Female	Freshman	Single			A few times a month			Never	No	No	Yes		Mechanical Engineering	Heterosexual					1			I've never used them and I don't own any			1	No	No	Never		Vaginal sex, Anal sex	Yes		3.5		Windows	Arthur Lakes Library	Once a week	No	Once a week	No	Out-of-State	300?	More than 15	
2/4/2015 22:58:16	Female	Senior	Single			Almost never			Never	No	No	Yes		Mechanical Engineering	Heterosexual					3			I've never used them and I don't own any			3	No	No	Within the past six months		Vaginal sex, Anal sex	No		2.9	Rock Rest Lodge	Mac OS	Brown Building	More than once a week	No	More than once a week	Yes	In-State	699	None	
2/4/2015 23:00:21	Female	Graduate Student	In a committed relationship	Yes	1-2 times per month	Almost never	A bedroom, A campus building, A shower/bathroom	I have never had a one night stand.	Never	No	No	No	None of these	Geology and Geological Engineering	Heterosexual	Dildo, Vibrator, Handcuffs, Blindfold, Anal Plug	No	Yes	Another Mines student	3	4	Used props, Had sex in a room where someone else was sleeping	I own and use them	Yes	Male condoms	2	No	No	Never	No	Oral sex, Vaginal sex, Anal sex	No				Windows	At your house/dorm/apartment	Once a week	No	Once a month	No	Out-of-State	200	11-15	1
2/4/2015 23:00:45	Female	Junior	In an open relationship	Yes	Once a day	A few times a week	An air plane, An athletics field/stadium, In Edgar Mine, Elevator, Club or Bar, South/North Table	A few times a month	Once a day	No	Yes	No	Acid, Alcohol, Ecstasy, Marijuana, Mushrooms	Chemical and Biological Engineering	Heterosexual	Whip(s), Dildo, Handcuffs, Blindfold, Ice	No	No	Another Mines student, A student from another college, Someone in your department, A roommate	5	3	Used props, Threesome (or more...), Role play, Anal sex	I own and use them	Yes	Oral birth control	3	No	No	Within the past year	Yes	Vaginal sex, Anal sex	No		3.9	Rock Rest Lodge	Windows	Brown Building	Once a week	No	Once a week	Yes	Out-of-State	1000	None	10
2/4/2015 23:00:46	Female	Freshman	Single	No	1-2 times per year (or when the stars align...)	A few times a week	A bedroom	Once a year (or when the stars align...)	Never	No	No	No	Alcohol	Chemical and Biological Engineering	Heterosexual	None of these.	No	Yes	Another Mines student	1	3	None of these.	I've never used them and I don't own any	No	Oral birth control	1	No	No	Within the past month	No	Vaginal sex, Anal sex, Audial sex (yeah, we don't know either...)	Yes	My situation was different because I was raped.	2.2		Windows	At your house/dorm/apartment	More than once a week	No	2-3 times per month	Yes	In-State	400?	2-5	1: rape
2/4/2015 23:00:51	Female	Junior	In an open relationship	Yes	Once a day	A few times a week	An air plane, An athletics field/stadium, In Edgar Mine, Elevator, Club or Bar, South/North Table	A few times a month	Once a day	No	Yes	No	Acid, Alcohol, Ecstasy, Marijuana, Mushrooms	Chemical and Biological Engineering	Heterosexual	Whip(s), Dildo, Handcuffs, Blindfold, Ice	No	No	Another Mines student, A student from another college, Someone in your department, A roommate	5	3	Used props, Threesome (or more...), Role play, Anal sex	I own and use them	Yes	Oral birth control	3	No	No	Within the past year	Yes	Vaginal sex, Anal sex	No		3.9	Rock Rest Lodge	Windows	Brown Building	Once a week	No	Once a week	Yes	Out-of-State	1000	None	10
2/4/2015 23:15:06	Female	Freshman	In a committed relationship	Yes	3-5 times per week	A few times a month	A bedroom, A car, A shower/bathroom, trampoline	I have never had a one night stand.	A few times a month	Yes	No	No	Alcohol	Mechanical Engineering	Heterosexual	Vibrator	No	No	A student from another college	3		Role play, Had sex in a room where someone else was sleeping, Anal sex	I own and use them	Yes	Oral birth control	5	No	No	Never	No	Vaginal sex	Yes		3		Windows	Arthur Lakes Library	More than once a week	No	More than once a week	No	Out-of-State	907	None	1
2/4/2015 23:21:32	Female	Graduate Student	In a committed relationship	Yes	1-2 times per month	A few times a month	An athletics field/stadium, A bedroom, A car, A shower/bathroom	Once a year (or when the stars align...)	Almost never	Yes	No	No	Adderall, Alcohol, Marijuana, Prescription drugs (pain killers, etc)	Geology and Geological Engineering	Heterosexual	Vibrator, Blindfold, Ice, Wax	No	No	Another Mines student	3	3		I've used them, but don't own them.	No	Male condoms	3	No	No	Within the past year	No	Vaginal sex, Anal sex	Yes		3.7	Mountain Toad	Windows	Arthur Lakes Library	Once a week	Yes	Almost never	Yes	In-State	500	2-5	2
2/4/2015 19:08:24	Imma Dawg.	Sophomore	Single			A few times a week			A few times a month	No	No	Yes		Physics	Heterosexual					4			I own them but don't use them (...what?)			2	No	No	Never		Vaginal sex	No	I noticed on the next page there wasn't an 'other' category for where you study, I study in Meyer most of the time....#physics4life	three five	I don't drink	Windows	Arthur Lakes Library	Once a week	No	More than once a week	No	Out-of-State	~500	2-5	
2/4/2015 19:43:12	Jew	Sophomore	Single	Yes	Once a day	More than once a day	An air plane, An athletics field/stadium, A bedroom, A car, A fraternity house, A sorority house, A campus building, In Edgar Mine, A shower/bathroom, The Library, Club or Bar, The steam tunnels, The Ace-Hi Tavern	Once a year (or when the stars align...)	More than once a day	No	No	No	None of these	Chemical and Biological Engineering	Heterosexual	Whip(s), Dildo, Vibrator, Cock Ring, Handcuffs, Cages, Blindfold, Anal Plug, Ice, Wax, Furry Suits, Sex Dolls, Ben Wa Balls, None of these.	No	No	Another Mines student, A student from another college, Someone in your department, A roommate, A coworker, A Golden bartender or waiter	1	1	Used props, Role play, Made a sex tape, Had sex in a room where someone else was sleeping, Anal sex	I own and use them	Yes	Orgasmic timing (or as the kids say, "pulling out")	3	No	No	Within the past month	Yes	Vaginal sex, Anal sex, Audial sex (yeah, we don't know either...), Don't forget about the fourth hole	Yes		3.3	Mountain Toad	Mac OS	At your house/dorm/apartment	Once a week	Yes	More than once a week	No	Out-of-State	700	2-5	4
2/4/2015 13:41:38	Male	Senior	Single	Yes	1-2 times per week	Once a day	An athletics field/stadium, A bedroom, A car, A shower/bathroom	A few times a month	A few times a week	Yes	Yes	No	Alcohol, Cocaine, Ecstasy, Marijuana	Mechanical Engineering	Heterosexual	Cock Ring	No	No	Another Mines student., A student from another college.	5	3	Used props, Made a sex tape, Had sex in a room where someone else was sleeping	I've used them, but don't own them.	No	Male condoms	4	No	No	Never	No	Vaginal sex, Anal sex	Yes		2	Rock Rest Lodge	Windows	Brown Building	Once a week	Yes	More than once a week	Yes	Out-of-State	300	None	
2/4/2015 13:49:16	Male	Junior	Single			Almost never			Never	No	No	Yes		Mechanical Engineering	Heterosexual					1			I've never used them and I don't own any			5	No	No	Never		Oral sex, Vaginal sex, Anal sex, Audial sex (yeah, we don't know either...)	Yes		4		Windows	At your house/dorm/apartment	More than once a week	No	More than once a week	Yes	Out-of-State	150	6-10	
2/4/2015 13:58:43	Male	Senior	Single	Yes	1-2 times per month	A few times a week	A bedroom, A car	Once a month	A few times a week	No	Yes	No	Alcohol, Marijuana	Physics	Heterosexual	None of these.	No	No	Another Mines student.	4	3	None of these.	I've never used them and I don't own any	Yes	Male condoms	2	Yes	No	Within the past three months	No	Vaginal sex, Anal sex	Yes		3	Rock Rest Lodge	Mac OS	At your house/dorm/apartment	Once a week	Yes	More than once a week	Yes	Out-of-State	500	2-5	4
2/4/2015 14:04:11	Male	Graduate Student	Single	Yes	1-2 times per week	A few times a month	A bedroom, A car, A shower/bathroom	Once a month	A few times a month	No	No	No	Alcohol	Economics and Business	Heterosexual	None of these.	No	No	Another Mines student., A student from another college., A coworker	5	3	Role play	I've never used them and I don't own any	No	Male condoms	4	No	No	Never	No	Oral sex, Vaginal sex, Anal sex	Yes		3.06	Mountain Toad	Windows	At your house/dorm/apartment	Once a week	Yes	More than once a week	Yes	In-State	222	6-10	4
2/4/2015 14:06:54	Male	Junior	In a committed relationship			Once a day			Almost never	No	Yes	Yes		Chemical and Biological Engineering	Heterosexual					4			I've used them, but don't own them.			3	No	No	Never		Oral sex, Vaginal sex, Anal sex	No		2.2	None of the Above	Both Mac OS & Windows	At your house/dorm/apartment	More than once a week	No	Almost never	Yes	In-State	91	2-5	
